sourcevertex,targetvertex,weight,sourcelon,sourcelat,targetlon,targetlat
430374_434116,430396_434051,1.2795275,-1.5402994,53.80246,-1.5399718,53.801872
430432_433966,430374_434116,3.084549,-1.5394336,53.80111,-1.5402994,53.80246
430512_434036,430396_434051,3.524666,-1.5382122,53.80173,-1.5399718,53.801872
430354_434153,430366_434063,1.692988,-1.5405995,53.80279,-1.5404261,53.801983
430354_434153,430308_434273,2.4136543,-1.5405995,53.80279,-1.5412861,53.803875
430234_434347,430308_434273,1.9601154,-1.5423932,53.80455,-1.5412861,53.803875
430234_434347,430214_434359,0.43191513,-1.5423932,53.80455,-1.5426955,53.804657
430241_434356,430311_434288,1.8292547,-1.5422953,53.804623,-1.5412391,53.80401
430241_434356,430227_434364,0.29378432,-1.5422953,53.804623,-1.5424997,53.8047
430250_434367,430311_434288,1.8773489,-1.5421575,53.80472,-1.5412391,53.80401
430250_434367,430244_434372,0.14558728,-1.5421575,53.80472,-1.5422482,53.804768
430719_433847,430646_433864,1.3971531,-1.5350881,53.800022,-1.5361947,53.80018
430719_433847,430647_433870,1.408897,-1.5350881,53.800022,-1.536179,53.800232
430719_433847,430784_433827,1.2675973,-1.5350881,53.800022,-1.5341033,53.79984
430791_433836,430649_433881,2.7767837,-1.5339961,53.79992,-1.5361475,53.80033
430791_433836,430801_433833,0.19461346,-1.5339961,53.79992,-1.5338446,53.799892
430754_433780,430794_433792,0.7808772,-1.5345634,53.799416,-1.533955,53.799522
430794_433792,430754_433780,0.7808772,-1.533955,53.799522,-1.5345634,53.799416
430794_433792,430810_433799,0.34486103,-1.533955,53.799522,-1.5336989,53.79959
430192_434326,430190_434351,0.47292563,-1.5430423,53.804356,-1.5430702,53.80458
430784_433827,430719_433847,1.2675973,-1.5341033,53.79984,-1.5350881,53.800022
430784_433827,430795_433823,0.2182877,-1.5341033,53.79984,-1.5339354,53.799805
430459_431735,430441_431729,0.35362235,-1.5392433,53.781055,-1.5395172,53.781002
430459_431735,430456_431742,0.14185905,-1.5392433,53.781055,-1.5392882,53.781116
430459_431735,430562_431310,8.398205,-1.5392433,53.781055,-1.5377179,53.777237
430459_431735,430489_431742,0.5830947,-1.5392433,53.781055,-1.5387833,53.781124
430218_432002,430188_432023,0.6852482,-1.5428638,53.783474,-1.5433278,53.78366
430218_432002,430225_431999,0.13701235,-1.5428638,53.783474,-1.5427686,53.78344
429985_434319,430014_434370,1.1067243,-1.546186,53.804306,-1.5457406,53.804764
429985_434319,429953_434293,0.78982496,-1.546186,53.804306,-1.54667,53.804077
430203_434345,430224_434333,0.4511155,-1.5428734,53.804527,-1.5425557,53.80442
430203_434345,430190_434351,0.26675466,-1.5428734,53.804527,-1.5430702,53.80458
430795_433823,430784_433827,0.2182877,-1.5339354,53.799805,-1.5341033,53.79984
430795_433823,430810_433818,0.30049512,-1.5339354,53.799805,-1.5337021,53.79976
430801_433833,430791_433836,0.19461346,-1.5338446,53.799892,-1.5339961,53.79992
430801_433833,430809_433830,0.17354898,-1.5338446,53.799892,-1.5337107,53.799866
430232_432009,430226_432014,0.14558728,-1.5426613,53.78353,-1.5427519,53.783577
430232_432009,430621_431825,8.799362,-1.5426613,53.78353,-1.5367761,53.781853
429433_432014,429155_431848,6.058369,-1.5547866,53.783623,-1.5590212,53.782146
429433_432014,429211_431937,4.3944616,-1.5547866,53.783623,-1.5581629,53.78294
429433_432014,429563_432076,2.6852558,-1.5547866,53.783623,-1.5528078,53.784172
429375_431971,429618_432082,4.9807253,-1.5556709,53.783237,-1.5519725,53.78422
429375_431971,429167_431788,5.1896925,-1.5556709,53.783237,-1.5588447,53.781605
429375_431971,429151_431828,4.973828,-1.5556709,53.783237,-1.5590838,53.781967
429056_433549,429040_433532,0.43527055,-1.5603639,53.79744,-1.5606084,53.797287
429056_433549,429095_433582,0.9531213,-1.5603639,53.79744,-1.5597687,53.797733
429563_432076,429875_432150,6.0624704,-1.5528078,53.784172,-1.5480657,53.784817
429563_432076,429836_432265,6.291756,-1.5528078,53.784172,-1.5486434,53.78586
429563_432076,429433_432014,2.6852558,-1.5528078,53.784172,-1.5547866,53.783623
429875_432150,429563_432076,6.0624704,-1.5480657,53.784817,-1.5528078,53.784172
429875_432150,429618_432082,4.9913507,-1.5480657,53.784817,-1.5519725,53.78422
429875_432150,429962_432204,1.9202235,-1.5480657,53.784817,-1.54674,53.785297
429875_432150,429904_432146,0.54562604,-1.5480657,53.784817,-1.5476259,53.784782
429836_432265,429563_432076,6.291756,-1.5486434,53.78586,-1.5528078,53.784172
429836_432265,429851_432289,0.5377968,-1.5486434,53.78586,-1.5484073,53.786076
429167_431788,429375_431971,5.1896925,-1.5588447,53.781605,-1.5556709,53.783237
429167_431788,429147_431791,0.38288894,-1.5588447,53.781605,-1.559148,53.78163
429167_431788,429149_431771,0.44533676,-1.5588447,53.781605,-1.559115,53.781464
429211_431937,429433_432014,4.3944616,-1.5581629,53.78294,-1.5547866,53.783623
429211_431937,429188_431915,0.5959571,-1.5581629,53.78294,-1.5585141,53.782745
429211_431937,429173_431939,0.78311414,-1.5581629,53.78294,-1.5587394,53.782963
429104_433566,429216_433641,2.5169263,-1.5596336,53.79759,-1.5579262,53.798256
429216_433641,429104_433566,2.5169263,-1.5579262,53.798256,-1.5596336,53.79759
429216_433641,429095_433582,2.5253148,-1.5579262,53.798256,-1.5597687,53.797733
429216_433641,429392_433763,4.1360955,-1.5579262,53.798256,-1.5552316,53.79935
429095_433582,429216_433641,2.5253148,-1.5597687,53.797733,-1.5579262,53.798256
429095_433582,429056_433549,0.9531213,-1.5597687,53.797733,-1.5603639,53.79744
429200_433648,429292_433692,1.9125806,-1.5581684,53.79832,-1.5567646,53.798717
429200_433648,429091_433591,2.3014348,-1.5581684,53.79832,-1.5598285,53.797813
429200_433648,429382_433768,4.223522,-1.5581684,53.79832,-1.5553826,53.799397
429292_433692,429200_433648,1.9125806,-1.5567646,53.798717,-1.5581684,53.79832
429292_433692,429314_433710,0.5171051,-1.5567646,53.798717,-1.5564319,53.79887
429962_432204,429875_432150,1.9202235,-1.54674,53.785297,-1.5480657,53.784817
429962_432204,430040_432332,2.8123882,-1.54674,53.785297,-1.5455438,53.786446
429091_433591,429200_433648,2.3014348,-1.5598285,53.797813,-1.5581684,53.79832
429091_433591,429045_433551,1.1386006,-1.5598285,53.797813,-1.5605307,53.79746
429418_433951,429393_433837,2.1813858,-1.5548301,53.801033,-1.5552205,53.800007
429418_433951,429406_433840,2.0645058,-1.5548301,53.801033,-1.5550174,53.80004
429418_433951,429428_434001,0.9680342,-1.5548301,53.801033,-1.5546668,53.801487
429393_433837,429418_433951,2.1813858,-1.5552205,53.800007,-1.5548301,53.801033
429393_433837,429394_433815,0.3937008,-1.5552205,53.800007,-1.5551962,53.79982
429427_433923,429512_433823,2.5935414,-1.5546961,53.800777,-1.5534151,53.799877
429427_433923,429416_433841,1.52354,-1.5546961,53.800777,-1.5548626,53.800053
429427_433923,429439_434000,1.4637021,-1.5546961,53.800777,-1.5545048,53.801476
429512_433823,429427_433923,2.5935414,-1.5534151,53.799877,-1.5546961,53.800777
429833_434570,429890_434480,2.0262916,-1.5484697,53.806572,-1.5476128,53.80576
429833_434570,429810_434572,0.43750748,-1.5484697,53.806572,-1.5488187,53.80659
429833_434570,429814_434582,0.42352661,-1.5484697,53.806572,-1.548757,53.80668
429890_434480,429833_434570,2.0262916,-1.5476128,53.80576,-1.5484697,53.806572
429890_434480,429826_434406,1.922274,-1.5476128,53.80576,-1.5485827,53.805103
429860_432310,429879_432357,0.9339209,-1.5482687,53.786263,-1.547985,53.78668
429860_432310,429851_432289,0.41923916,-1.5482687,53.786263,-1.5484073,53.786076
429879_432357,429860_432310,0.9339209,-1.547985,53.78668,-1.5482687,53.786263
429045_433551,429091_433591,1.1386006,-1.5605307,53.79746,-1.5598285,53.797813
429045_433551,429033_433539,0.3163401,-1.5605307,53.79746,-1.560714,53.797348
429826_434406,429814_434402,0.23152292,-1.5485827,53.805103,-1.5487593,53.805065
429826_434406,429916_434421,1.7010037,-1.5485827,53.805103,-1.5472138,53.805233
429826_434406,429890_434480,1.922274,-1.5485827,53.805103,-1.5476128,53.80576
429814_434402,429826_434406,0.23152292,-1.5487593,53.805065,-1.5485827,53.805103
429814_434402,429642_434315,3.6091104,-1.5487593,53.805065,-1.5513834,53.8043
429843_434395,429820_434390,0.43508413,-1.5483304,53.805008,-1.5486755,53.80496
429843_434395,429917_434400,1.3904424,-1.5483304,53.805008,-1.5471998,53.805046
429843_434395,429917_434411,1.4128118,-1.5483304,53.805008,-1.5472033,53.805138
429820_434390,429843_434395,0.43508413,-1.5486755,53.80496,-1.5483304,53.805008
429820_434390,429648_434307,3.5774205,-1.5486755,53.80496,-1.5512931,53.804226
429890_434521,429919_434495,0.73502,-1.5476053,53.806133,-1.547171,53.805893
429919_434495,429890_434521,0.73502,-1.547171,53.805893,-1.5476053,53.806133
429919_434495,429954_434468,0.82393825,-1.547171,53.805893,-1.5466422,53.80565
429147_431791,429167_431788,0.38288894,-1.559148,53.78163,-1.5588447,53.781605
429851_432289,429836_432265,0.5377968,-1.5484073,53.786076,-1.5486434,53.78586
429851_432289,429860_432310,0.41923916,-1.5484073,53.786076,-1.5482687,53.786263
429314_433710,429292_433692,0.5171051,-1.5564319,53.79887,-1.5567646,53.798717
429394_433815,429393_433837,0.3937008,-1.5551962,53.79982,-1.5552205,53.800007
429415_433830,429407_433800,0.5789937,-1.554887,53.799946,-1.5550114,53.799675
429415_433830,429416_433841,0.22443928,-1.554887,53.799946,-1.5548626,53.800053
429407_433800,429415_433830,0.5789937,-1.5550114,53.799675,-1.554887,53.799946
429407_433800,429398_433774,0.51300406,-1.5550114,53.799675,-1.5551505,53.799442
429945_434290,429927_434278,0.40581754,-1.5467961,53.804047,-1.5470705,53.80394
429945_434290,429953_434293,0.16665176,-1.5467961,53.804047,-1.54667,53.804077
429927_434278,429945_434290,0.40581754,-1.5470705,53.80394,-1.5467961,53.804047
429944_434293,429924_434292,0.37319556,-1.546811,53.804073,-1.5471147,53.804066
429944_434293,429953_434293,0.17317615,-1.546811,53.804073,-1.54667,53.804077
429924_434292,429944_434293,0.37319556,-1.5471147,53.804066,-1.546811,53.804073
429924_434292,429860_434317,1.3402977,-1.5471147,53.804066,-1.548084,53.804295
429810_434572,429833_434570,0.43750748,-1.5488187,53.80659,-1.5484697,53.806572
429814_434582,429805_434586,0.1836152,-1.548757,53.80668,-1.5488932,53.806717
429814_434582,429833_434570,0.42352661,-1.548757,53.80668,-1.5484697,53.806572
429805_434586,429814_434582,0.1836152,-1.5488932,53.806717,-1.548757,53.80668
429860_434317,429924_434292,1.3402977,-1.548084,53.804295,-1.5471147,53.804066
430358_433916,430366_434063,2.8075416,-1.540562,53.800663,-1.5404261,53.801983
431208_433686,431417_433628,4.0514646,-1.5276804,53.798546,-1.5245073,53.79801
431208_433686,431189_433693,0.3772966,-1.5276804,53.798546,-1.527968,53.79861
431417_433628,431208_433686,4.0514646,-1.5245073,53.79801,-1.5276804,53.798546
431215_433698,431419_433640,3.9688842,-1.5275729,53.798653,-1.5244726,53.798122
431215_433698,431200_433703,0.29471636,-1.5275729,53.798653,-1.5278001,53.7987
431419_433640,431215_433698,3.9688842,-1.5244726,53.798122,-1.5275729,53.798653
431062_433737,430978_433765,1.6504862,-1.5298917,53.79901,-1.5311642,53.79927
431062_433737,431174_433697,2.187351,-1.5298917,53.79901,-1.5281954,53.798645
431062_433737,431088_433686,1.0923706,-1.5298917,53.79901,-1.5295022,53.798553
431159_433720,431176_433715,0.32864323,-1.528414,53.798862,-1.5281609,53.79881
431159_433720,431165_433714,0.16478765,-1.528414,53.798862,-1.5283303,53.7988
431159_433720,430831_433823,6.451511,-1.528414,53.798862,-1.5333898,53.799805
431176_433715,431159_433720,0.32864323,-1.5281609,53.79881,-1.528414,53.798862
431176_433715,431192_433709,0.31354392,-1.5281609,53.79881,-1.5279195,53.79876
431176_433715,431178_433709,0.105881654,-1.5281609,53.79881,-1.528129,53.798763
431165_433714,431178_433709,0.25873896,-1.5283303,53.7988,-1.528129,53.798763
431165_433714,431174_433697,0.31689933,-1.5283303,53.7988,-1.5281954,53.798645
431165_433714,431159_433720,0.16478765,-1.5283303,53.7988,-1.528414,53.798862
431165_433714,430831_433823,6.5518003,-1.5283303,53.7988,-1.5333898,53.799805
431178_433709,431165_433714,0.25873896,-1.528129,53.798763,-1.5283303,53.7988
431178_433709,431188_433706,0.19666399,-1.528129,53.798763,-1.5279759,53.798737
431178_433709,431176_433715,0.105881654,-1.528129,53.798763,-1.5281609,53.79881
431178_433709,431181_433702,0.15770401,-1.528129,53.798763,-1.5280813,53.79869
431189_433693,431208_433686,0.3772966,-1.527968,53.79861,-1.5276804,53.798546
431189_433693,431184_433694,0.08910463,-1.527968,53.79861,-1.5280361,53.798626
431188_433706,431200_433703,0.2281675,-1.5279759,53.798737,-1.5278001,53.7987
431188_433706,431178_433709,0.19666399,-1.5279759,53.798737,-1.528129,53.798763
431200_433703,431188_433706,0.2281675,-1.5278001,53.7987,-1.5279759,53.798737
431200_433703,431215_433698,0.29471636,-1.5278001,53.7987,-1.5275729,53.798653
431175_433698,431184_433694,0.17858209,-1.5281721,53.798656,-1.5280361,53.798626
431175_433698,431174_433697,0.05051748,-1.5281721,53.798656,-1.5281954,53.798645
431184_433694,431175_433698,0.17858209,-1.5280361,53.798626,-1.5281721,53.798656
431184_433694,431186_433691,0.073632486,-1.5280361,53.798626,-1.5280138,53.79859
431184_433694,431189_433693,0.08910463,-1.5280361,53.798626,-1.527968,53.79861
431184_433694,431181_433702,0.15006115,-1.5280361,53.798626,-1.5280813,53.79869
430297_424127,430407_424181,2.3014348,-1.5424448,53.712685,-1.5407645,53.713173
430297_424127,430398_424196,2.2887588,-1.5424448,53.712685,-1.5409034,53.713303
430297_424127,429518_423024,25.584028,-1.5424448,53.712685,-1.5543518,53.702816
430354_424196,430383_424218,0.6986698,-1.5415745,53.713303,-1.5411215,53.713505
430354_424196,430386_424213,0.6981106,-1.5415745,53.713303,-1.5410745,53.713463
430354_424196,429506_423039,27.2196,-1.5415745,53.713303,-1.5545322,53.702953
431192_433709,431176_433715,0.31354392,-1.5279195,53.79876,-1.5281609,53.79881
429976_434399,429966_434399,0.17485386,-1.5463148,53.805027,-1.546457,53.80503
429976_434399,429942_434300,2.3183982,-1.5463148,53.805027,-1.5468388,53.804146
429976_434399,430086_434394,2.0589135,-1.5463148,53.805027,-1.5446405,53.804974
455511_422268,453006_422392,46.818146,-1.1607922,53.693913,-1.1987038,53.69529
455511_422268,455809_422261,5.5599055,-1.1607922,53.693913,-1.156281,53.693817
455511_422268,455822_422312,5.9120364,-1.1607922,53.693913,-1.156075,53.694275
455512_422249,453006_422374,46.822994,-1.1607805,53.69374,-1.1986947,53.695126
455512_422249,455813_422242,5.613405,-1.1607805,53.69374,-1.1562239,53.693645
455512_422249,455830_422196,6.0643344,-1.1607805,53.69374,-1.1559682,53.69324
437426_425634,436479_425926,18.96717,-1.434245,53.725777,-1.4485652,53.72847
437426_425634,437970_424955,16.260103,-1.434245,53.725777,-1.4260874,53.719635
436479_425926,437426_425634,18.96717,-1.4485652,53.72847,-1.434245,53.725777
436479_425926,436277_425920,3.7781856,-1.4485652,53.72847,-1.451636,53.72842
437448_425643,436478_425946,19.446993,-1.4339134,53.72585,-1.4485751,53.72864
437448_425643,437984_424967,16.103333,-1.4339134,53.72585,-1.4258753,53.71974
436478_425946,437448_425643,19.446993,-1.4485751,53.72864,-1.4339134,53.72585
436478_425946,436253_425940,4.2104735,-1.4485751,53.72864,-1.4519974,53.728603
440331_434306,441666_434613,25.82748,-1.3891014,53.803493,-1.3687909,53.80615
440331_434306,439368_434050,18.577011,-1.3891014,53.803493,-1.4037437,53.801266
441666_434613,440331_434306,25.82748,-1.3687909,53.80615,-1.3891014,53.803493
441666_434613,442077_434501,7.9862356,-1.3687909,53.80615,-1.3625656,53.805107
441666_434613,442079_434553,7.784725,-1.3687909,53.80615,-1.3625282,53.805576
441665_434634,440332_434329,25.77659,-1.3688033,53.806335,-1.3890833,53.8037
441665_434634,442083_434574,7.8773713,-1.3688033,53.806335,-1.3624645,53.805763
441665_434634,442096_434626,8.048497,-1.3688033,53.806335,-1.3622601,53.80623
440332_434329,441665_434634,25.77659,-1.3890833,53.8037,-1.3688033,53.806335
440332_434329,439364_434068,18.695942,-1.3890833,53.8037,-1.4038086,53.80143
449979_422073,451219_422192,23.255564,-1.2445943,53.692715,-1.225788,53.69367
449979_422073,449053_422201,17.476997,-1.2445943,53.692715,-1.2585962,53.693954
449983_422054,451225_422174,23.289864,-1.2445369,53.692547,-1.2257047,53.693512
449983_422054,449046_422178,17.660799,-1.2445369,53.692547,-1.2587059,53.69375
439569_423778,439814_423678,5.1662045,-1.4020157,53.70893,-1.3983171,53.70801
439569_423778,439530_423793,0.78143644,-1.4020157,53.70893,-1.4026047,53.70907
439814_423678,439569_423778,5.1662045,-1.3983171,53.70801,-1.4020157,53.70893
439956_423683,439916_423662,0.85525537,-1.3961654,53.708046,-1.396774,53.707863
439956_423683,440338_423707,7.2003255,-1.3961654,53.708046,-1.3903755,53.708233
439956_423683,439910_423638,1.2023532,-1.3961654,53.708046,-1.396868,53.707645
439916_423662,439956_423683,0.85525537,-1.396774,53.707863,-1.3961654,53.708046
440338_423707,439956_423683,7.2003255,-1.3903755,53.708233,-1.3961654,53.708046
440338_423707,439962_423741,7.037588,-1.3903755,53.708233,-1.396067,53.70857
440338_423707,441823_423585,27.868126,-1.3903755,53.708233,-1.3678963,53.70702
439962_423741,440338_423707,7.037588,-1.396067,53.70857,-1.3903755,53.708233
439962_423741,439945_423743,0.31894985,-1.396067,53.70857,-1.3963243,53.708588
438450_424307,439530_423793,23.209705,-1.4189019,53.713768,-1.4026047,53.70907
438450_424307,437970_424955,15.037246,-1.4189019,53.713768,-1.4260874,53.719635
439530_423793,438450_424307,23.209705,-1.4026047,53.70907,-1.4189019,53.713768
439530_423793,439573_423789,0.8052971,-1.4026047,53.70907,-1.4019537,53.70903
439530_423793,439569_423778,0.78143644,-1.4026047,53.70907,-1.4020157,53.70893
438465_424317,439580_423808,23.809204,-1.4186734,53.713856,-1.4018453,53.709198
438465_424317,437984_424967,15.079374,-1.4186734,53.713856,-1.4258753,53.71974
439580_423808,438465_424317,23.809204,-1.4018453,53.709198,-1.4186734,53.713856
439580_423808,439744_423790,3.075601,-1.4018453,53.709198,-1.3993632,53.709026
439573_423789,439945_423743,6.987257,-1.4019537,53.70903,-1.3963243,53.708588
439573_423789,439530_423793,0.8052971,-1.4019537,53.70903,-1.4026047,53.70907
439945_423743,439573_423789,6.987257,-1.3963243,53.708588,-1.4019537,53.70903
439945_423743,439962_423741,0.31894985,-1.3963243,53.708588,-1.396067,53.70857
439744_423790,439964_423760,4.1411285,-1.3993632,53.709026,-1.3960342,53.70874
439744_423790,439580_423808,3.075601,-1.3993632,53.709026,-1.4018453,53.709198
439744_423790,439890_423796,2.7292488,-1.3993632,53.709026,-1.3971506,53.709072
439964_423760,439744_423790,4.1411285,-1.3960342,53.70874,-1.3993632,53.709026
439964_423760,439982_423758,0.337591,-1.3960342,53.70874,-1.3957618,53.70872
439910_423638,439956_423683,1.2023532,-1.396868,53.707645,-1.3961654,53.708046
439982_423758,439964_423760,0.337591,-1.3957618,53.70872,-1.3960342,53.70874
439982_423758,440496_423718,9.616403,-1.3957618,53.70872,-1.3879766,53.70832
444764_423873,445526_423948,14.2839575,-1.323292,53.70937,-1.3117503,53.709972
444764_423873,444343_423690,8.768417,-1.323292,53.70937,-1.3297085,53.707756
444764_423873,444334_423754,8.339671,-1.323292,53.70937,-1.3298357,53.708332
445526_423948,444764_423873,14.2839575,-1.3117503,53.709972,-1.323292,53.70937
445526_423948,446185_424023,12.391695,-1.3117503,53.709972,-1.3017521,53.710594
444187_423819,444155_423744,1.5287596,-1.3320532,53.70893,-1.3325486,53.70826
444155_423744,444187_423819,1.5287596,-1.3325486,53.70826,-1.3320532,53.70893
444155_423744,444183_423785,0.94063175,-1.3325486,53.70826,-1.3321186,53.708626
444155_423744,443887_423595,5.722083,-1.3325486,53.70826,-1.3366294,53.70694
444183_423785,444155_423744,0.94063175,-1.3321186,53.708626,-1.3325486,53.70826
444676_423875,445517_423965,15.79799,-1.3246359,53.709393,-1.3118842,53.71013
444676_423875,444290_423825,7.3073254,-1.3246359,53.709393,-1.3304856,53.70898
444676_423875,444328_423770,6.7803407,-1.3246359,53.709393,-1.3299242,53.708477
445517_423965,444676_423875,15.79799,-1.3118842,53.71013,-1.3246359,53.709393
445517_423965,446176_424046,12.408099,-1.3118842,53.71013,-1.301885,53.710804
435778_425851,435396_425894,7.203308,-1.4592068,53.727833,-1.4649915,53.72825
435779_425908,435396_425894,7.1449614,-1.459185,53.728348,-1.4649915,53.72825
435779_425908,435913_425911,2.4984715,-1.459185,53.728348,-1.4571538,53.728363
435782_425925,435472_425917,5.7808027,-1.4591377,53.7285,-1.4638369,53.728447
435782_425925,435916_425929,2.499217,-1.4591377,53.7285,-1.4571062,53.728527
435472_425917,435782_425925,5.7808027,-1.4638369,53.728447,-1.4591377,53.7285
435472_425917,435795_425981,6.1646237,-1.4638369,53.728447,-1.4589342,53.729
435472_425917,434314_425879,21.598366,-1.4638369,53.728447,-1.4813919,53.728184
435795_425981,435472_425917,6.1646237,-1.4589342,53.729,-1.4638369,53.728447
435898_425843,436277_425920,7.354674,-1.457389,53.727753,-1.451636,53.72842
436277_425920,435898_425843,7.354674,-1.451636,53.72842,-1.457389,53.727753
436277_425920,435913_425911,6.78817,-1.451636,53.72842,-1.4571538,53.728363
436277_425920,436479_425926,3.7781856,-1.451636,53.72842,-1.4485652,53.72847
435913_425911,436277_425920,6.78817,-1.4571538,53.728363,-1.451636,53.72842
435913_425911,435779_425908,2.4984715,-1.4571538,53.728363,-1.459185,53.728348
436253_425940,435916_425929,6.2859774,-1.4519974,53.728603,-1.4571062,53.728527
436253_425940,435907_425993,6.6135025,-1.4519974,53.728603,-1.4572352,53.729103
436253_425940,436478_425946,4.2104735,-1.4519974,53.728603,-1.4485751,53.72864
435916_425929,436253_425940,6.2859774,-1.4571062,53.728527,-1.4519974,53.728603
435916_425929,435782_425925,2.499217,-1.4571062,53.728527,-1.4591377,53.7285
435907_425993,436253_425940,6.6135025,-1.4572352,53.729103,-1.4519974,53.728603
437891_432844,438051_432882,3.3563366,-1.4263272,53.790535,-1.4238939,53.790867
437891_432844,437939_432910,1.5617543,-1.4263272,53.790535,-1.4255905,53.791126
437891_432844,437792_432285,10.628616,-1.4263272,53.790535,-1.4278871,53.785526
438051_432882,437891_432844,3.3563366,-1.4238939,53.790867,-1.4263272,53.790535
437888_433074,437849_432946,2.4997764,-1.4263445,53.792603,-1.4269521,53.791454
437888_433074,438223_433587,11.518544,-1.4263445,53.792603,-1.4211961,53.797188
438223_433587,437888_433074,11.518544,-1.4211961,53.797188,-1.4263445,53.792603
438223_433587,438231_433595,0.21083125,-1.4211961,53.797188,-1.4210737,53.79726
438237_433572,437908_433062,11.405952,-1.4209855,53.797054,-1.4260424,53.792496
438237_433572,438245_433580,0.21083125,-1.4209855,53.797054,-1.420863,53.797127
437908_433062,438237_433572,11.405952,-1.4260424,53.792496,-1.4209855,53.797054
437908_433062,437868_432935,2.4841177,-1.4260424,53.792496,-1.4266651,53.791355
437939_432910,437891_432844,1.5617543,-1.4255905,53.791126,-1.4263272,53.790535
437868_432935,437908_433062,2.4841177,-1.4266651,53.791355,-1.4260424,53.792496
437868_432935,437792_432285,12.213486,-1.4266651,53.791355,-1.4278871,53.785526
442077_434501,441666_434613,7.9862356,-1.3625656,53.805107,-1.3687909,53.80615
442079_434553,441666_434613,7.784725,-1.3625282,53.805576,-1.3687909,53.80615
442079_434553,442212_434532,2.5098426,-1.3625282,53.805576,-1.3605117,53.805374
442083_434574,441665_434634,7.8773713,-1.3624645,53.805763,-1.3688033,53.806335
442083_434574,442215_434552,2.494557,-1.3624645,53.805763,-1.3604634,53.805553
442096_434626,441665_434634,8.048497,-1.3622601,53.80623,-1.3688033,53.806335
442198_434482,442595_434484,7.4482527,-1.360731,53.804928,-1.354703,53.804913
442595_434484,442198_434482,7.4482527,-1.354703,53.804913,-1.360731,53.804928
442595_434484,442212_434532,7.206663,-1.354703,53.804913,-1.3605117,53.805374
442595_434484,443375_434857,16.63069,-1.354703,53.804913,-1.3428075,53.8082
442212_434532,442595_434484,7.206663,-1.3605117,53.805374,-1.354703,53.804913
442212_434532,442079_434553,2.5098426,-1.3605117,53.805374,-1.3625282,53.805576
442650_434514,442215_434552,8.169106,-1.3538637,53.80518,-1.3604634,53.805553
442650_434514,442216_434616,8.450213,-1.3538637,53.80518,-1.3604394,53.80613
442650_434514,443360_434870,15.248822,-1.3538637,53.80518,-1.3430336,53.80832
442215_434552,442650_434514,8.169106,-1.3604634,53.805553,-1.3538637,53.80518
442215_434552,442083_434574,2.494557,-1.3604634,53.805553,-1.3624645,53.805763
442216_434616,442650_434514,8.450213,-1.3604394,53.80613,-1.3538637,53.80518
443375_434857,442595_434484,16.63069,-1.3428075,53.8082,-1.354703,53.804913
443375_434857,443465_434984,2.9044755,-1.3428075,53.8082,-1.3414232,53.809334
443360_434870,442650_434514,15.248822,-1.3430336,53.80832,-1.3538637,53.80518
443360_434870,443459_435012,3.232,-1.3430336,53.80832,-1.3415103,53.809586
449046_422178,449983_422054,17.660799,-1.2587059,53.69375,-1.2445369,53.692547
449046_422178,448551_422281,9.484424,-1.2587059,53.69375,-1.2661855,53.69472
449046_422178,448589_422332,8.991552,-1.2587059,53.69375,-1.2656021,53.695175
449053_422201,449979_422073,17.476997,-1.2585962,53.693954,-1.2445943,53.692715
449053_422201,448592_422442,9.781004,-1.2585962,53.693954,-1.2655395,53.696163
449053_422201,448595_422349,8.979249,-1.2585962,53.693954,-1.2655087,53.695328
446951_424074,447286_423909,7.001797,-1.2901419,53.71098,-1.2850865,53.70947
446951_424074,446865_424093,1.6452667,-1.2901419,53.71098,-1.2914431,53.711163
446951_424074,446932_424096,0.5411522,-1.2901419,53.71098,-1.2904162,53.711185
446951_424074,447286_423909,7.0536194,-1.2901419,53.71098,-1.2850865,53.70947
447286_423909,446951_424074,7.001797,-1.2850865,53.70947,-1.2901419,53.71098
447286_423909,447391_423822,2.537245,-1.2850865,53.70947,-1.2835168,53.708675
447286_423909,446951_424074,7.0536194,-1.2850865,53.70947,-1.2901419,53.71098
446932_424096,447226_423971,5.9655366,-1.2904162,53.711185,-1.2859931,53.710033
446932_424096,446884_424107,0.91397494,-1.2904162,53.711185,-1.2911392,53.711285
446932_424096,446951_424074,0.5411522,-1.2904162,53.711185,-1.2901419,53.71098
446932_424096,446915_424128,0.6772325,-1.2904162,53.711185,-1.2906721,53.71147
447226_423971,446932_424096,5.9655366,-1.2859931,53.710033,-1.2904162,53.711185
447226_423971,447409_423833,4.285038,-1.2859931,53.710033,-1.2832425,53.708775
447226_423971,447053_424111,4.151381,-1.2859931,53.710033,-1.2885834,53.711308
448551_422281,449046_422178,9.484424,-1.2661855,53.69472,-1.2587059,53.69375
448592_422442,449053_422201,9.781004,-1.2655395,53.696163,-1.2585962,53.693954
448329_422339,447982_422645,8.672976,-1.2695384,53.695263,-1.274746,53.698044
448369_422497,447985_422675,8.0880165,-1.268908,53.69668,-1.2746959,53.698315
455813_422242,455512_422249,5.613405,-1.1562239,53.693645,-1.1607805,53.69374
455813_422242,455925_422242,2.0924675,-1.1562239,53.693645,-1.1545246,53.693638
455830_422196,455512_422249,6.0643344,-1.1559682,53.69324,-1.1607805,53.69374
455809_422261,455511_422268,5.5599055,-1.156281,53.693817,-1.1607922,53.693913
